hallmark,set_size,NES,pvalue,p.adjust,gene_set
E2F_TARGETS,195,3.09666804991961,0.000910746812386157,0.00348675034867503,HMGB3/UBE2T/TOP2A/GINS1/MCM4/KIF4A/AURKA/PAICS/MYBL2/CDCA8/CDC20/MAD2L1/DEPDC1/KIF2C/DLGAP5/E2F8/BIRC5/CHEK1/CCNB2/MCM2/TRIP13/MELK/HMMR/CDKN3/CKS1B/PTTG1/PLK1/CDK1/MSH2/TK1/ASF1B/PRDX4/PRIM2/KPNA2/CENPE/CDC25A/CDKN2A/RRM2/MKI67/PLK4/RAD51AP1/RNASEH2A/UNG/KIF22/HMGA1/CCNE1/GINS4/BUB1B/ORC6/RPA3/NME1/AURKB/DCTPP1/PCNA/SPC25/PMS2/LMNB1/SPAG5/ANP32E/NCAPD2/RFC2/DSCC1/MCM6/HELLS/TUBG1/AK2/BRCA1/RACGAP1/CENPM/TIMELESS/KIF18B/TMPO/POP7/STMN1/MCM3/SPC24/PRKDC/ATAD2/ESPL1/RAD51C/CSE1L/CHEK2/POLD2/CKS2/GINS3/CIT/SLBP/TP53/TACC3/TIPIN/MCM7/TCF19/PPP1R8/CDK4/TUBB/ZW10/RPA2/UBE2S/SUV39H1/RANBP1/MCM5/TBRG4/SNRPB/RAN/XRCC6/USP1/NUDT21/SSRP1/RFC3/EZH2/DCK/MMS22L/PA2G4/NUP107/CTCF/RPA1/CDCA3/RAD21/RAD1/BRCA2/XPO1/IPO7/SMC4/RBBP7/NUP205/SMC3/UBR7/SMC1A/DEK/PHF5A/POLA2/DCLRE1B/SYNCRIP/LBR/DIAPH3/ASF1A/NOLC1/GSPT1/WEE1/EIF2S1/CBX5/NBN/HUS1/RAD50/NAA38
MTORC1_SIGNALING,195,2.46537457637203,0.000910746812386157,0.00348675034867503,MCM4/AURKA/CCNF/SLC2A1/MCM2/SORD/BUB1/PLK1/UCHL5/SRD5A1/CDC25A/RRM2/DHFR/UNG/ENO1/CALR/SSR1/TCEA1/ALDOA/PSMD14/HPRT1/SLC1A4/GPI/PSPH/TPI1/TUBG1/GAPDH/CANX/LDHA/SLC7A5/EGLN3/PSMD12/CCT6A/PSMB5/ACTR2/SLC9A3R1/HMBS/PSME3/YKT6/P4HA1/AK4/PGK1/PPIA/RPN1/GOT1/XBP1/PSMC4/FKBP2/SLC37A4/GSR/PLOD2/IDH1/GMPS/GCLC/EEF1E1/PRDX1/NUFIP1/PNO1/ACLY/ATP2A2/ATP6V1D/CACYBP/SC5D/SHMT2/PSMG1/G6PD/HSPA4/PSMC2/PSAT1/PDK1/STIP1/ACTR3/HSP90B1/PDAP1/RPA1/TUBA4A/IMMT/HSPA5/TM7SF2/POLR3G/TES/ABCF2/NUP205/USO1/SLC7A11/PSMA4/CYB5B/TOMM40/ACSL3/PSMD13/HSPE1/ME1/PPA1/HSPA9/SDF2L1/FDXR/SLC1A5/LGMN/TMEM97/TXNRD1/RIT1/SERP1/PSMA3/PSMC6/RAB1A/DAPP1/COPS5/EIF2S2/DHCR7/SQSTM1/HSPD1/MTHFD2/NFYC/CTSC/EBP/ACACA/GTF2H1
ESTROGEN_RESPONSE_LATE,197,1.98297686361713,0.000912408759124088,0.00348675034867503,MDK/TOP2A/ST14/LSR/CDC20/DNAJC12/STIL/GINS2/PKP3/SORD/KIF20A/CDH1/TFF1/CDC6/TFAP2C/TSTA3/AGR2/PCP4/PERP/FRK/PLK4/RNASEH2A/GJB3/ASCL1/CXCL14/UGDH/IDH2/HPRT1/SLC1A4/GALE/OVOL2/KCNK5/MAPK13/NMU/SLC7A5/TFF3/TPBG/SLC9A3R1/RBBP8/RET/KRT19/PTGES/TFPI2/XBP1/PLAC1/ANXA9/SLC27A2/LAMC2/FAM102A/OPN3/GAL/BATF/CYP4F11/TJP3/PRLR/COX6C/CALCR/IMPA2/ASS1/SFN/DHRS2/ETFB/IGSF1/TPD52L1/FLNB/CELSR2/TST/CCND1/NRIP1/CA12/CPE/TRIM29/PPIF/AMFR/SCUBE2/MYOF/SCNN1A/DLG5/TMPRSS3
OXIDATIVE_PHOSPHORYLATION,184,2.62763871185317,0.000912408759124088,0.00348675034867503,MTX2/ATP1B1/MRPL15/AIFM1/MRPS30/IDH2/GPI/NDUFS6/LRPPRC/UQCRH/ECHS1/GOT2/LDHA/SDHC/DLAT/TOMM22/MRPL11/MDH2/COX6B1/PDP1/MRPL35/PRDX3/TIMM10/FH/TIMM17A/NDUFC2/TIMM9/COX6A1/MRPS12/VDAC1/IDH1/NDUFA8/HSD17B10/NDUFB3/COX15/HCCS/NDUFS3/NDUFS1/UQCR10/CYCS/UQCRQ/TIMM50/COX7A2L/OAT/NDUFB4/NDUFAB1/ATP6V1D/MDH1/NDUFS8/OPA1/LDHB/MRPS15/CYC1/COX6C/NDUFC1/NDUFB5/PDHX/UQCRC1/NDUFA1/VDAC3/ATP6V1G1/TIMM8B/ETFB/COX10/IMMT/NDUFV2/NDUFB2/NNT/COX8A/NDUFA5/COX5B/COX7C/NDUFA2/NDUFA9/POLR2F/ATP6V1C1/AFG3L2/ACADM/MRPS11/PHB2/COX5A/NDUFA7/ECI1/NDUFA3/SURF1/BCKDHA/SDHA/COX7A2/GPX4/SUPV3L1/COX7B/NDUFA6/HSPA9/SDHB/SLC25A5/DLD/COX11/TIMM13/ATP6V1F/SDHD/GRPEL1/UQCRFS1/PDHB/COX4I1/UQCR11/SUCLG1/UQCRC2/ATP6V1H/PHYH/ETFA/COX17/NDUFB8/FXN/NDUFB6/ECH1/RETSAT/CS/NDUFA4/MRPS22/NDUFB7/IDH3G/ACO2/HADHA/VDAC2/NDUFS4/UQCRB
GLYCOLYSIS,198,2.75311467056632,0.000914913083257091,0.00348675034867503,B3GNT3/HS6ST2/EFNA3/SLC25A10/AURKA/DEPDC1/CASP6/FUT8/CENPA/HMMR/SRD5A3/CDK1/KDELR3/BIK/KIF20A/BPNT1/TSTA3/SDC1/CLDN3/PC/GPR87/ENO1/COG2/PKM/PFKP/POLR3K/NT5E/ALDOA/ALG1/SPAG4/TGFA/IGFBP3/MIOX/COPB2/XYLT2/GFPT1/TPI1/GALE/RPE/PMM2/CHPF2/GOT2/DSC2/MET/STMN1/LDHA/SDHC/EGLN3/LCT/TFF3/MDH2/TPBG/B4GALT2/MPI/PYGB/HAX1/ADORA2B/P4HA1/AK4/AGRN/PGK1/PPIA/GOT1/HDLBP/PSMC4/SLC37A4/LHPP/PAXIP1/PLOD2/IDH1/MIF/GCLC/SLC25A13/CAPN5/KIF2A/AKR1A1/FAM162A/TXN/PLOD1/MDH1/NANP/TALDO1/ECD/SLC16A3/G6PD/HS2ST1/CLDN9/GUSB/B4GALT7/B4GALT1/PKP2/SOD1/CHPF/NSDHL/PGAM1/HSPA5/SOX9/GNPDA1/SLC35A3/IL13RA1/ALDH7A1/AGL/B3GALT6/GMPPA/CHST4/NDUFV3/ME2/ME1/CLN6/DLD/GAL3ST1/GLCE/ELF3/PAM/P4HA2/ABCB6/GPC4/CHST6/PRPS1/B4GALT4/TGFBI/HOMER1/PGLS/GALK2/ALDH9A1/PGAM2/EGFR/FKBP4/UGP2/LDHC/B3GAT3/EXT2
ESTROGEN_RESPONSE_EARLY,196,1.67633982630961,0.000915750915750916,0.00348675034867503,SYT12/SLC2A1/CANT1/TFF1/LAD1/TFAP2C/FRK/KRT8/ISG20L2/SLC39A6/KRT18/DEPTOR/RHOD/TUBB2B/SLC1A4/FHL2/OVOL2/KCNK5/MREG/SLC7A5/CLDN7/TFF3/TPBG/SLC9A3R1/RBBP8/RET/KRT19/PTGES/PMAIP1/TBC1D30/XBP1/ANXA9/SLC27A2/FAM102A/OPN3/TSKU/TJP3/SLC37A1/CALCR/ESRP2/B4GALT1/AQP3/SFN/KRT15/DHRS2/TTC39A/ZNF185/TPD52L1/FLNB/CELSR2/CCND1/NRIP1/CELSR1/CA12/AKAP1/INHBB/SEC14L2/MUC1/MSMB/RRP12/ELOVL2/PPIF/AMFR/MYOF/SCNN1A/ELF3/ENDOD1/TMPRSS3/TGIF2/SLC7A2/TOB1/DHCR7
MYC_TARGETS_V1,194,2.99427350525058,0.000916590284142988,0.00348675034867503,MCM4/CSTF2/CDC20/MAD2L1/CCT3/MCM2/CBX3/PRDX4/KPNA2/PRPS2/CLNS1A/MRPL9/ILF2/CCT5/CDC45/NME1/CCNA2/PPM1G/PCNA/SRPK1/PSMD14/RSL1D1/RRM1/HPRT1/PABPC1/SMARCC1/MCM6/PSMB2/PSMB3/TYMS/GOT2/RFC4/CANX/LDHA/ERH/PHB/HDGF/SNRPD1/CCT7/TFDP1/AIMP2/SSBP1/SF3B3/KPNB1/SNRPG/POLD2/PRDX3/HNRNPU/SERBP1/TUFM/PGK1/PPIA/EIF3B/APEX1/SSB/PSMC4/ACP1/VDAC1/SET/BUB3/HNRNPC/SNRPD3/MCM7/VBP1/LSM2/FAM120A/NPM1/POLE3/CCT4/NCBP2/CDK4/SNRPB2/GLO1/MRPS18B/RAD23B/DDX18/ABCE1/PSMD3/FBL/ODC1/RANBP1/EIF4G2/HDAC2/MCM5/RUVBL2/SNRPD2/RAN/CCT2/NDUFAB1/XRCC6/USP1/NHP2/CYC1/RPS2/EIF4E/PSMA2/YWHAQ/PA2G4/UBE2L3/PSMA6/VDAC3/PSMD1/TRIM28/RNPS1/C1QBP/CAD/XPO1/RPLP0/PWP1/PTGES3/RPS10/LSM7/PHB2/PSMA4/RPL6/DEK/COX5A/GNL3/SYNCRIP/PSMD8/HNRNPA1/EIF3J/HSPE1/RPS3/PRPF31/NOLC1/GSPT1/EEF1B2/PSMD7/EIF2S1/HSP90AB1/NOP16/AP3S1/YWHAE/EIF3D/RPS5/RPL18/PSMA7/PSMC6/RPL22/UBA2/NCBP1/RPL14/RPS6/EIF1AX/COPS5/G3BP1/EIF2S2/XPOT/HSPD1/CTPS1/TXNL4A/UBE2E1
G2M_CHECKPOINT,190,2.90003008962594,0.000917431192660551,0.00348675034867503,HMGB3/NEK2/TOP2A/CENPF/KIF11/KIF4A/AURKA/TPX2/MYBL2/UBE2C/CDC20/MAD2L1/CCNF/EXO1/KIF2C/STIL/BIRC5/CENPA/CHEK1/CCNB2/MCM2/TTK/HMMR/GINS2/CDKN3/CKS1B/BUB1/PTTG1/PLK1/CDK1/NDC80/PRIM2/KPNA2/CDC6/KIF15/CENPE/CDC25A/MKI67/PLK4/KIF22/TRAIP/HMGA1/KIF20B/NUSAP1/CDC45/ORC6/PBK/AURKB/CBX1/CCNA2/DKC1/DTYMK/HOXC10/EFNA5/LMNB1/SMARCC1/MCM6/INCENP/KIF23/ORC5/RACGAP1/PRC1/RAD54L/TMPO/STMN1/MCM3/SNRPD1/SLC7A5/TFDP1/DBF4/RBL1/ESPL1/MNAT1/KPNB1/CKS2/SMC2/HNRNPU/E2F1/TROAP/TACC3/BUB3/FBXO5/POLQ/ATF5/PRMT5/CDK4/RAD23B/RPA2/UBE2S/ODC1/SUV39H1/MCM5/E2F3/LIG3/NCL/CHAF1A/EGF/EZH2/SLC12A2/CTCF/RAD21/CUL3/BRCA2/XPO1/SMC4/CCND1/SMC1A/E2F2/POLA2/SYNCRIP/LBR/NOLC1/GSPT1/SLC38A1/HUS1/SLC7A1/TOP1/HMGN2/CUL5
FATTY_ACID_METABOLISM,156,1.70424529231886,0.000920810313075506,0.00348675034867503,BPHL/REEP6/CCDC58/METAP1/ALDOA/UGDH/IL4I1/GPD2/ECHS1/LDHA/SDHC/MDH2/CBR1/SMS/FH/OSTC/APEX1/PCBD1/ERP29/NTHL1/CBR3/IDH1/GSTZ1/MIF/HSD17B10/CPOX/HCCS/EHHADH/ODC1/CRYZ/MDH1/UROS/ACSL5/SUCLG2/ACOX1/NSDHL/ADSL/PTS/CPT2/HMGCL/BLVRA/HIBCH/EPHX1/ACADM/ECI1/SDHA/ME1/CA6/ADH1C/PSME1/ALDH3A1/NBN/DLD/SDHD/PDHB/SUCLG1/ECH1/RETSAT/HADH/UROD/ALDH9A1/ACSM3/IDH3G/ALDH3A2/ACO2/ACOT8/RAP1GDS1/S100A10/CRAT/RDH11
DNA_REPAIR,148,2.31441883474686,0.00093984962406015,0.00348675034867503,POLR2D/ZWINT/CANT1/FEN1/ARL6IP1/TMED2/RAD51/RPA3/NME1/PCNA/RFC2/HPRT1/POLB/RFC5/DDB1/TYMS/RFC4/POLR3C/ALYREF/BOLA2/POLR2J/PRIM1/SAC3D1/GTF2H3/VPS37D/BCAP31/UMPS/TP53/NME4/MPC2/POLR2K/MRPL40/NCBP2/ITPA/TAF12/ZNRD1/DGUOK/RPA2/POLR1C/RAE1/SEC61A1/APRT/ERCC2/EDF1/NUDT21/NT5C3A/SSRP1/ERCC8/RFC3/TAF6/GTF2H5/CSTF3/TAF9/ERCC4/TSG101/TAF13/SUPT4H1/SF3A3/POLR2I/DAD1/CLP1/GTF2A2/NELFCD/POLR2F/SNAPC5/POLR2G/ADRM1/POLA2/SURF1/CDA/GPX4/POLA1/CETN2/NELFE/BRF2/POLR2C/CCNO/RBX1/MPG/LIG1/TARBP2/COX17/POLD3/POLR2H/POLE4/PDE6G/GMPR2/POLH/GTF2H1
