"source_genesymbol","target_genesymbol","interact"
"MATN1","ITGB1",0
"TGOLN2","ITGB1",0
"ITGB1","EMILIN1",0
"ITGB1","GGA3",0
"ITGB1","RAB25",0
"ITGB1","NMRK2",0
"PRKCA","ELAVL1",0
"ELAVL1","PRKCA",0
"ELAVL1","SOCS3",0
"ELAVL1","IL13",1
"CDK1","ELAVL1",1
"ELAVL1","TRIB3",1
"CARM1","ELAVL1",0
"ELAVL1","CCNB1",1
"CDK2","ELAVL1",0
"ELAVL1","TP53",1
"ELAVL1","CXCL8",1
"ELAVL1","CSF1R",1
"INSR","ELAVL1",0
"ELAVL1","DUSP1",1
"ELAVL1","VEGFA",1
"ELAVL1","CASP3",0
"ELAVL1","MYC",0
"ELAVL1","BRCA1",-1
"XIAP","ELAVL1",0
"ISG15","ELAVL1",0
"CHEK1","ELAVL1",0
"ELAVL1","CCNA2",1
"ELAVL1","PTGS2",1
"CHEK2","ELAVL1",1
"MAPKAPK2","ELAVL1",1
"JAK3","ELAVL1",0
"PRKCD","ELAVL1",1
"ELAVL1","EIF4E",1
"MAPK14","ELAVL1",1
"ELAVL1","FOS",1
"ELAVL1","CCNA1",1
"ELAVL1","TNF",0
"ELAVL1","TLR4",0
"ELAVL1","SLC11A1",1
"ELAVL1","PIN1",0
"ELAVL1","AGO2",0
"ELAVL1","ERBB2",1
"ELAVL1","CCND1",1
"ELAVL1","CDKN1A",1
"ELAVL1","PAIP2",0
"HCG22","ELAVL1",0
"RBM3","ELAVL1",0
"TNPO2","ELAVL1",0
"CDK5R1","PRNP",0
"CSNK2A1","PRNP",0
"HSPA5","PRNP",1
"SP1","PRNP",1
"RPSA","PRNP",1
"PRNP","STIP1",1
"CSNK2A2","PRNP",0
"PRNP","NCAM1",1
"ADAM23","PRNP",0
"FADD","CASP8",1
"CASP8","FADD",0
"FADD","TRADD",0
"TRADD","FADD",1
"EZR","FADD",0
"FADD","EZR",0
"TNFRSF10B","FADD",1
"FADD","TNFRSF10B",0
"DAPK1","FADD",0
"FADD","CASP8AP2",0
"STAT1","FADD",1
"FADD","CASP10",1
"CASP10","FADD",0
"PLK1","FADD",-1
"PIDD1","FADD",0
"FADD","RIPK1",1
"RIPK1","FADD",1
"FADD","MYD88",-1
"MYD88","FADD",1
"MAVS","FADD",0
"TNFRSF1A","FADD",1
"FADD","TNFRSF1A",0
"CFLAR","FADD",-1
"FADD","CFLAR",0
"TNFSF10","FADD",0
"NOL3","FADD",-1
"PRKCZ","FADD",0
"FAS","FADD",1
"FADD","FAS",0
"IRAK1","FADD",0
"FADD","IRAK1",0
"FADD","IKBKG",1
"DAP3","FADD",0
"FADD","DAP3",0
"CSNK2B","FADD",0
"TRAF2","FADD",0
"FADD","TRAF2",0
"TNFRSF10A","FADD",1
"FADD","TNFRSF10A",0
"FADD","BID",1
"MAP3K1","FADD",-1
"ABCA1","FADD",0
"TANK","FADD",0
"FADD","PEA15",0
"SPOP","FADD",0
"RAP1A","FADD",0
"FADD","TRIM21",0
"DUSP26","FADD",-1
"FADD","DEDD",1
"P97633","FADD",0
"HIPK3","FADD",0
"ACTA1","MAP1A",0
"MAP1B","MAP1A",0
"MAP1A","CEBPB",0
"BAG3","MAP1A",0
"TUBA4A","MAP1A",0
"TUBB","MAP1A",0
"DLG4","MAP1A",1
"AP1G1","MAP1A",0
"CASP7","DFFA",0
"DFFA","CASP3",0
"CASP3","DFFA",0
"DFFA","DFFB",-1
"DFFB","DFFA",0
"GZMB","DFFA",-1
"CASP3","DFFA",1
"INSR","GRB14",0
"GRB14","INSR",0
"MAP3K14","GRB14",0
"GRB14","CHFR",0
"PDGFRB","GRB14",0
"PRKCZ","GRB14",0
"GRB14","PRKCZ",1
"GRB14","RET",0
"TEK","GRB14",0
"PDGFRA","GRB14",0
"GRB14","TNKS2",0
"CREBBP","ASAH2B",1
"MLH1","EXO1",0
"INSR","EXO1",0
"ATR","EXO1",0
"ATM","EXO1",0
"BLM","EXO1",0
"SENP6","EXO1",0
"HIC1","STAT3",-1
"STAT3","HDAC8",0
"MET","STAT3",1
"IGF1","STAT3",0
"PRKCA","STAT3",1
"STAT3","PRKCA",1
"STAT3","TRIM28",0
"TRIM28","STAT3",-1
"EGF","STAT3",1
"DLL1","STAT3",0
"HIPK2","STAT3",0
"STAT3","SIN3A",0
"STAT3","STAT2",0
"BCR","STAT3",0
"DYRK2","STAT3",0
"IL13","STAT3",0
"STAT3","PTPN11",0
"PTPN11","STAT3",0
"PRKACG","STAT3",0
"CDK1","STAT3",0
"HRAS","STAT3",0
"STAT3","PIM1",1
"KITLG","STAT3",1
"EPO","STAT3",1
"IL6R","STAT3",1
"PTPN6","STAT3",0
"DUSP22","STAT3",0
"PML","STAT3",-1
"HDAC2","STAT3",1
"HES5","STAT3",0
"TIRAP","STAT3",0
"IL10","STAT3",1
"PPP1CA","STAT3",-1
"STAT3","GMCL1",1
"CD28","STAT3",0
"IL6ST","STAT3",-1
"STAT3","WNT5A",1
"STAT3","STAT4",0
"STAT4","STAT3",0
"BLK","STAT3",0
"STAT3","KLF4",1
"STAT3","EGR1",1
"HDAC3","STAT3",0
"TNFSF14","STAT3",0
"INSR","STAT3",0
"GNL3","STAT3",0
"STAT3","STAT1",1
"STAT1","STAT3",0
"MAP3K14","STAT3",1
"MTOR","STAT3",1
"STAT3","VEGFA",1
"KIF5B","STAT3",0
"STAT3","NCOA1",0
"NCOA1","STAT3",1
"JUN","STAT3",0
"PTPN2","STAT3",-1
"STAT3","PTPN2",-1
"AR","STAT3",0
"STAT3","AR",-1
"PRKCG","STAT3",0
"STAT3","MYOD1",-1
"RPS6KA5","STAT3",1
"STAT3","EZH2",0
"PDGFRB","STAT3",1
"STAT3","TRIP10",0
"STAT3","BCL2L1",1
"STAT3","MAPK8",1
"MAPK8","STAT3",1
"ATR","STAT3",0
"STAT3","DNMT1",1
"BDNF","STAT3",1
"STAT3","HDAC1",0
"HDAC1","STAT3",0
"IL10RA","STAT3",1
"NR3C1","STAT3",0
"MAPK9","STAT3",1
"CXXC1","STAT3",0
"NGF","STAT3",1
"MAP2K1","STAT3",1
"GHR","STAT3",0
"STAT3","GHR",1
"PTK2","STAT3",0
"LIF","STAT3",0
"APEX1","STAT3",1
"STAT3","APEX1",0
"NFKBIZ","STAT3",-1
"RB1","STAT3",0
"PTGS2","STAT3",1
"LEPR","STAT3",1
"STAT3","STAT5A",0
"STAT5A","STAT3",0
"NLK","STAT3",1
"STAT3","RELA",0
"STAT3","HIF1A",-1
"HIF1A","STAT3",0
"NR4A1","STAT3",0
"STAT3","PRDM1",1
"ATM","STAT3",0
"CEBPB","STAT3",1
"STAT3","JUNB",1
"MAPKAPK2","STAT3",0
"PTPRD","STAT3",-1
"SMAD3","STAT3",1
"CSF2","STAT3",1
"ABL1","STAT3",0
"PKM","STAT3",1
"STAT3","TWIST1",1
"FGF2","STAT3",0
"PRKCZ","STAT3",0
"JAK3","STAT3",1
"STAT3","HSP90B1",1
"IRAK1","STAT3",1
"IGF1R","STAT3",0
"STAT3","IGF1R",0
"PRKCD","STAT3",1
"IL22","STAT3",1
"PRKCE","STAT3",1
"GATA1","STAT3",-1
"STAT3","GATA1",-1
"CREBBP","STAT3",1
"STAT3","SPI1",1
"GADD45A","STAT3",0
"RET","STAT3",1
"CSF3R","STAT3",0
"MAPK14","STAT3",1
"JAK1","STAT3",0
"STAT3","BCL2",1
"TBK1","STAT3",0
"IFNAR1","STAT3",0
"STAT3","IFNAR1",0
"BTK","STAT3",0
"IL4","STAT3",0
"TNF","STAT3",0
"SP1","STAT3",0
"IL7R","STAT3",0
"STAT3","HNF1A",0
"IL6","STAT3",1
"JAK2","STAT3",1
"STAT3","JAK2",0
"STAT3","PIN1",0
"CAPN1","STAT3",0
"HSP90AA1","STAT3",0
"STAT3","HSP90AA1",1
"TGFB1","STAT3",0
"EIF2AK2","STAT3",0
"ERBB2","STAT3",0
"CCND1","STAT3",-1
"STAT3","CCND1",1
"STAT3","KDR",0
"MAP3K1","STAT3",1
"PIK3R1","STAT3",1
"RPA2","STAT3",0
"MAPK1","STAT3",1
"STAT3","MAPK1",0
"CDKN1A","STAT3",-1
"STAT3","CDKN1A",0
"DAXX","STAT3",0
"FGR","STAT3",0
"STAT3","NFIX",0
"STAT3","ALK",1
"ALK","STAT3",1
"IL21R","STAT3",1
"SRI","STAT3",0
"STAT3","IL23R",1
"IL23R","STAT3",1
"PDIA3","STAT3",1
"NDUFA13","STAT3",0
"FGFR3","STAT3",1
"STAT3","CCT3",0
"PTK6","STAT3",0
"IL2RB","STAT3",1
"PTK2B","STAT3",1
"OGDHL","STAT3",0
"PTMA","STAT3",0
"LEP","STAT3",1
"STAT3","IRAK3",0
"IL21","STAT3",1
"IL20RA","STAT3",1
"IL20RB","STAT3",1
"IL9","STAT3",0
"PDGFRA","STAT3",1
"STAT3","IFNAR2",0
"IL22RA1","STAT3",1
"MRPS31","STAT3",0
"IL2RA","STAT3",1
"PRKAA1","STAT3",0
"ECH1","STAT3",0
"BCKDK","STAT3",0
"FGF1","STAT3",0
"DAB2IP","STAT3",-1
"STAT3","IL1RAP",0
"STAT3","CCR2",0
"STAT3","GADD45GIP1",0
"BICD1","STAT3",0
"RPS9","STAT3",0
"STAT3","SULT2A1",0
"STAT3","SYK",1
"SYK","STAT3",1
"MAP4K4","STAT3",0
"MORC4","STAT3",0
"IL11RA","STAT3",1
"FLT1","STAT3",0
"STAT3","FLT1",0
"SNCG","STAT3",0
"LGALS1","STAT3",0
"STAT3","MYOF",0
"BMX","STAT3",0
"IL9R","STAT3",1
"ECHS1","STAT3",0
"SH2B1","STAT3",1
"IL15RA","STAT3",1
"CORO1A","STAT3",0
"STAT3","CD274",1
"HCRT","STAT3",0
"CNTF","STAT3",0
"AGT","STAT3",0
"TNFSF18","STAT3",0
"OSM","STAT3",0
"TNFSF11","STAT3",0
"IL25","STAT3",0
"CLCF1","STAT3",0
"FER","STAT3",1
"PTPRR","STAT3",-1
"STAT3","RBM8A",0
"FES","STAT3",0
"FGFR4","STAT3",1
"EPHA3","STAT3",0
"PTPRG","STAT3",0
"PELP1","STAT3",1
"ASAP2","STAT3",0
"SLURP1","STAT3",0
"CD24","STAT3",0
"PTPRT","STAT3",0
"STAT3","FRK",0
"Q9JLN9","STAT3",0
"SH3PXD2A","STAT3",0
"MCAT","STAT3",0
"PCDH8","STAT3",0
"FTO","STAT3",0
"AGPAT5","STAT3",0
"STAT3","CTR9",0
"GKN2","STAT3",0
"C1QTNF4","STAT3",0
"WFDC1","STAT3",0
"STAT3","SOCS7",1
"ELP2","STAT3",-1
"BHLHE40","STAT3",0
"SOX1","STAT3",0
"DIRAS3","STAT3",0
"RAD18","RAD51C",1
"BRCA2","RAD51C",0
"RAD51C","RAD51",0
"PALB2","RAD51C",0
"RAD51C","XRCC3",0
"RAD51C","XRCC2",0
"ENO1","HDAC1",0
"RIPK2","ENO1",0
"ISG15","ENO1",0
"IL7R","ENO1",0
"PLG","ENO1",0
"ENO1","IVNS1ABP",0
"ENO1","TRAPPC2",0
"ENO1","ENO3",0
"ENO3","ENO1",0
"BRAF","MAP2K3",1
"MAP2K3","MAP2K6",0
"MAP2K6","MAP2K3",0
"CDC42","MAP2K3",1
"MAP2K3","MAP3K4",0
"MAP3K4","MAP2K3",1
"MAP2K3","MAPK13",1
"MAP3K8","MAP2K3",1
"MAP2K3","MAPK11",1
"ARRB1","MAP2K3",0
"PAK1","MAP2K3",1
"PAK2","MAP2K3",1
"MAP2K3","MAPK14",1
"MAPK14","MAP2K3",0
"GADD45B","MAP2K3",1
"MAP2K3","MAP3K5",0
"MAP3K5","MAP2K3",1
"MAP3K1","MAP2K3",1
"MAPK1","MAP2K3",1
"MAP3K3","MAP2K3",1
"MAP2K3","TAOK1",0
"TAOK1","MAP2K3",1
"MAP3K11","MAP2K3",1
"MAP2K3","TAOK2",0
"TAOK2","MAP2K3",1
"MAP3K20","MAP2K3",1
"SMAD7","MAP2K3",0
"MAP2K3","SMAD7",0
"MAP3K10","MAP2K3",1
"MAP2K3","MAPK8IP2",0
"GADD45G","MAP2K3",1
"PKN1","MAP2K3",1
"MAP2K3","DYRK1B",1
"DYRK1B","MAP2K3",0
"MAP2K3","MAPK12",1
"MAPK12","MAP2K3",0
"MAP2K3","DCTN1",0
"MAP2K3","ELK1",0
"TAOK3","MAP2K3",1
"MAP2K3","P70618",0
"APC","CUL2",0
"RBX1","CUL2",0
"UBE2M","CUL2",1
"CUL2","BCL2L11",0
"NEDD8","CUL2",1
"E2F1","CUL2",0
"CUL2","HIF1A",0
"HIF1A","CUL2",0
"CUL2","VHL",0
"CUL2","ELOC",0
"CUL2","ELOB",0
"DENND4A","BRD7",-1
"TP53","TRIM22",1
"TP53","USP3",0
"PPP1CB","PRKCA",0
"PPP1CB","TRIM28",1
"PPP1CB","RAF1",0
"PPP1CB","CSNK1E",0
"PPP1CB","NCOR1",0
"PPP1R12A","PPP1CB",0
"PPP1CB","TP53",-1
"PPP1CB","CDC25C",1
"PPP1CA","PPP1CB",0
"PPP1CB","PPP1CA",0
"PPP1CB","BAD",0
"PPP1CB","EIF2S1",0
"PPP1CB","MAPT",0
"RIPK3","PPP1CB",0
"PPP1CB","AR",0
"PPP1CB","AKT1",-1
"PPP1CB","STK3",0
"PPP1CB","CAMK2A",0
"PPP1CB","AKT2",-1
"PPP1CB","PTK2",0
"PTK2","PPP1CB",0
"PPP1CB","STK4",0
"PPP1CB","RB1",0
"PPP1R13B","PPP1CB",0
"PPP1CB","AXIN1",-1
"PPP1CB","PRKD1",0
"PPP1CB","PRKCD",0
"PPP1CB","FOXO3",0
"PPP1CB","CASP2",0
"PPP1CB","SMO",0
"PPP1CB","CEP250",0
"PPP1CB","NF2",1
"PPP1R8","PPP1CB",0
"PPP1CB","PTPN7",0
"PPP1R10","PPP1CB",0
"PPP1CC","PPP1CB",0
"PPP1CB","PPP1CC",0
"PPP1CB","MBP",0
"PPP1R12B","PPP1CB",0
"PPP1CB","CAMK2G",0
"PPP1CB","IKZF1",1
"PPP1R9B","PPP1CB",0
"PPP1R12C","PPP1CB",0
"PPP1CB","POLD3",0
"PPP1R2","PPP1CB",0
"PPP1CB","GAD1",0
"PPP1R16B","PPP1CB",0
"PPP1R3C","PPP1CB",0
"PPP1CB","AHCYL1",0
"PPP1CB","GAD2",0
"PPP1CB","TNNT2",0
"PPP1R7","PPP1CB",0
"PPP1R16A","PPP1CB",0
"PPP1R37","PPP1CB",0
"PPP1R11","PPP1CB",0
"PPP1R3B","PPP1CB",0
"POLR1A","NOLC1",0
"POLR1A","NFKBIB",0
"POLR1A","ANP32B",0
"CAT","GRB2",0
"CAT","PTPN11",0
"CAT","CDK1",0
"ABL1","CAT",1
"PRKCD","CAT",0
"CAT","CRYAB",0
"MTA1","HIC1",0
"TP53","HIC1",1
"E2F1","HIC1",1
"HIC1","E2F1",-1
"PIAS2","HIC1",0
"MECOM","HIC1",0
"HIC1","HIC2",0
"TP53","XPC",1
"XPC","CETN2",0
"ATR","XPC",1
"DDB2","XPC",1
"CSNK2A1","XPC",0
"E2F1","XPC",1
"XPC","DDB1",1
"XPC","USP7",0
"OGG1","XPC",0
"TDG","XPC",0
"RAD23B","XPC",0
"XPC","RAD23B",0
"CETN3","XPC",0
"PSMC5","XPC",0
"ERCC3","XPC",1
"XPC","RAD23A",0
"GTF2H1","XPC",1
"SFRP1","WNT2",-1
"WNT2","LRP5",1
"WNT2","LRP6",1
"WNT2","FZD5",1
"WNT2","FZD2",1
"WNT2","FZD1",1
"FZD1","WNT2",0
"WNT2","FZD3",1
"WNT2","FZD6",1
"WNT2","FZD8",1
"WNT2","FZD4",1
"WNT2","FZD7",1
"FZD9","WNT2",0
"WNT2","FZD9",1
"WNT2","FZD10",1
"GRB2","LIME1",0
"PLCG2","LIME1",0
"SMAD1","SMAD4",1
"PPM1A","SMAD1",0
"YAP1","SMAD1",1
"SMAD1","KAT2B",0
"HIPK2","SMAD1",0
"PPP2CA","SMAD1",0
"WNT5A","SMAD1",0
"SMAD1","HOXC8",-1
"STUB1","SMAD1",-1
"NOTCH1","SMAD1",1
"NEDD4","SMAD1",0
"TGFBR1","SMAD1",1
"PAK1","SMAD1",0
"ATM","SMAD1",1
"SMAD1","DVL1",1
"GSK3B","SMAD1",0
"EIF2AK4","SMAD1",0
"MAPK1","SMAD1",-1
"SKIL","SMAD1",-1
"SMURF1","SMAD1",-1
"SMURF2","SMAD1",0
"BMPR1A","SMAD1",1
"SKI","SMAD1",-1
"ACVRL1","SMAD1",0
"SMAD7","SMAD1",-1
"BMPR2","SMAD1",1
"BMP2","SMAD1",1
"SMAD6","SMAD1",0
"CDK8","SMAD1",0
"BMPR1B","SMAD1",1
"ACVR1","SMAD1",1
"MINK1","SMAD1",0
"PSMB4","SMAD1",0
"PDP2","SMAD1",-1
"COL4A1","SMAD1",0
"PPP2CB","SMAD1",0
"ICK","SMAD1",0
"CTDSPL","SMAD1",-1
"CTDSP2","SMAD1",-1
"CTDSP1","SMAD1",-1
"PDP1","SMAD1",-1
"SMAD1","GATA4",1
"UCHL3","SMAD1",0
"SMAD1","ZCCHC12",0
"MAST4","SMAD1",0
"BMI1","TRIM25",0
"BMI1","ZBTB16",0
"TP53","BMI1",0
"BMI1","CDKN2A",0
"AKT1","BMI1",1
"E2F6","BMI1",0
"BMI1","RING1",0
"AKT2","BMI1",1
"CSNK2A1","BMI1",0
"BMI1","MAP2K1",0
"BMI1","CDKN2A",0
"BMI1","USP22",0
"TBK1","BMI1",0
"BMI1","RYBP",0
"BMI1","ADAR",0
"CSNK2A2","BMI1",0
"BMI1","DMAP1",0
"BMI1","PHC2",0
"BMI1","PHC1",0
"MAPKAPK3","HSPB2",1
"MAPKAPK3","BECN1",0
"MAPK13","MAPKAPK3",1
"MAPKAPK3","MAPK13",0
"MAPK11","MAPKAPK3",0
"MAPKAPK3","TCF3",0
"MAPK14","MAPKAPK3",1
"MAPKAPK3","MAPK14",0
"MAPKAPK3","EEF2",0
"MAPKAPK3","TAB3",0
"EEF2K","MAPKAPK3",0
"MAPKAPK3","EEF2K",0
"MAPKAPK3","RTN4",0
"MAPKAPK3","RCSD1",0
"THAP12","MAPKAPK3",0
"MAPKAPK3","PHC2",0
"CDK1","NEK9",0
"NEK9","GSK3A",0
"PLK1","NEK9",0
"NEK9","PLK1",1
"NEK9","SSRP1",0
"NEK9","SUPT16H",0
"NEK9","RAN",0
"NEK9","MBP",0
"NEK9","BICD2",0
"NEK9","NEK7",1
"NEK7","NEK9",0
"NEK9","NEK6",1
"NEK6","NEK9",0
"NEK9","NEDD1",0
"NEK9","P02666",0
"CDK2","CCNK",0
"TP53","CCNK",1
"CDK18","CCNK",0
"CASP8","TRADD",0
"TRADD","CASP8",1
"IKBKB","CASP8",0
"CASP8","IKBKB",1
"CARD11","CASP8",0
"EGF","CASP8",0
"CRADD","CASP8",1
"CDK1","CASP8",-1
"TNFRSF10B","CASP8",1
"CASP8","TNFRSF10B",0
"CASP8","RALBP1",1
"CASP8","CASP7",1
"CDK11B","CASP8",0
"PTPN6","CASP8",0
"CASP8","PSEN1",0
"CCNB1","CASP8",0
"BIRC3","CASP8",-1
"CASP8","CASP8AP2",1
"CASP8AP2","CASP8",1
"CASP8","MAP3K14",1
"MAP3K14","CASP8",0
"CASP8","COPS6",0
"COPS6","CASP8",0
"AR","CASP8",0
"CASP8","AR",-1
"CASP3","CASP8",1
"CASP8","CASP3",1
"CASP8","CASP10",1
"CASP10","CASP8",0
"CASP8","MALT1",0
"RIPK2","CASP8",0
"PLK3","CASP8",0
"CASP8","CASP9",1
"IRF1","CASP8",1
"RIPK1","CASP8",1
"CASP8","RIPK1",-1
"MAVS","CASP8",1
"TNFRSF1A","CASP8",1
"CASP8","TNFRSF1A",0
"CFLAR","CASP8",-1
"CASP8","CFLAR",0
"TNFSF10","CASP8",1
"CASP8","TNFSF10",0
"NOL3","CASP8",0
"GZMB","CASP8",1
"PRKCZ","CASP8",0
"FAS","CASP8",1
"CASP8","FAS",0
"CASP8","IKBKG",1
"CASP8","CYCS",1
"TRAF2","CASP8",1
"CASP8","TRAF2",0
"CASP2","CASP8",1
"CASP8","NLRC4",0
"CASP8","VIM",0
"MAPK14","CASP8",-1
"BCL2","CASP8",-1
"CASP8","TBK1",0
"CDKN1B","CASP8",0
"DDX58","CASP8",0
"TNFRSF10A","CASP8",1
"CASP8","TNFRSF10A",0
"BID","CASP8",0
"CASP8","BID",1
"EIF2AK2","CASP8",0
"CASP8","EIF2AK2",0
"PIK3R1","CASP8",0
"MAPK1","CASP8",-1
"DEDD2","CASP8",0
"CASP8","TRAF1",1
"CASP8","PLEC",0
"SPARC","CASP8",0
"CASP8","DDX3X",0
"CASP8","PSEN2",0
"CASP8","TANK",0
"PLA2G4A","CASP8",0
"CSK","CASP8",0
"CASP8","HDAC7",1
"HDAC7","CASP8",1
"MAP4K4","CASP8",0
"ILK","CASP8",0
"DEDD","CASP8",0
"CASP8","DEDD",1
"CASP8","PROKR1",-1
"GRIA1","CASP8",0
"BCAP31","CASP8",-1
"CASP8","BCAP31",0
"STK24","CASP8",0
"BFAR","CASP8",-1
"CASP6","CASP8",1
"CASP8","PCYT1A",0
"HIP1","CASP8",0
"CASP8","PARP2",0
"DNMT3B","DNMT3L",0
"HELLS","DNMT3L",1
"HDAC1","DNMT3L",0
"PRKACG","PPP1R1B",1
"PPP2CA","PPP1R1B",0
"PPP1R1B","PPP1CA",-1
"CDK5R1","PPP1R1B",1
"CSNK2A1","PPP1R1B",0
"HSPB6","PPP1R1B",-1
"PPP3R1","PPP1R1B",-1
"PGR","PPP1R1B",0
"PPP3CB","PPP1R1B",0
"PPP1R1B","PPP1CC",-1
"HCRT","PPP1R1B",0
"MC4R","PPP1R1B",0
"NTS","PPP1R1B",0
"HTR4","PPP1R1B",0
"GRIA1","PPP1R1B",0
"DRD1","PPP1R1B",0
"CSNK2A2","PPP1R1B",0
"HTR6","PPP1R1B",0
"BMP1","PPP1R1B",0
"PPP2CB","PPP1R1B",0
"PPP3CC","PPP1R1B",0
"PPP1R1B","ADD2",0
"KRT1","PPP1R1B",0
"ZNF451","PPP1R1B",0
"PPP1R1B","CFP",0
"ADGRV1","WHRN",1
"MYO15A","WHRN",1
"CASK","WHRN",0
"MTA1","TRIM25",0
"ESR1","TRIM25",1
"TRIM25","ESR1",0
"TRIM25","SFN",1
"EZH2","TRIM25",0
"TRIM25","IFIH1",1
"SUZ12","TRIM25",0
"DDX58","TRIM25",0
"TRIM25","DDX58",1
"KLF5","TRIM25",0
"TRIM25","ZC3HAV1",0
"HDAC8","HIST1H4C",1
"TP53","HDAC8",0
"DUOX1","HDAC8",0
"CEBPB","ORM1",1
"ORM1","SERPINE1",0
"ORM1","CCR5",0
"ORM1","ALB",0
"EGF","TP53BP1",0
"TP53BP1","COPS5",0
"TP53BP1","RAD18",0
"CDK1","TP53BP1",0
"TP53BP1","PAXIP1",1
"PAXIP1","TP53BP1",1
"TP53BP1","DCLRE1A",0
"HIST1H4C","TP53BP1",1
"TP53BP1","TP53",1
"PIAS1","TP53BP1",1
"MDC1","TP53BP1",1
"AKT1","TP53BP1",-1
"TP53BP1","HDAC4",1
"BRCA1","TP53BP1",0
"HIST3H3","TP53BP1",1
"AURKB","TP53BP1",0
"PLK1","TP53BP1",0
"HIST2H3A","TP53BP1",1
"CHEK1","TP53BP1",0
"PIAS4","TP53BP1",1
"E2F1","TP53BP1",1
"TP53BP1","E2F1",-1
"ATM","TP53BP1",1
"ABL1","TP53BP1",1
"BLM","TP53BP1",1
"CREBBP","TP53BP1",0
"GSK3B","TP53BP1",0
"TP53BP1","DCLRE1C",0
"TP53BP1","IFI16",0
"YWHAH","TP53BP1",1
"NEK1","TP53BP1",0
"VRK1","TP53BP1",1
"TFPI2","TP53BP1",0
"TP53BP1","SHLD2",0
"HIPK2","CTBP1",0
"APC","CTBP1",1
"CTBP1","APC",0
"CTBP1","SIN3A",0
"CTBP1","NRIP1",-1
"NCOR2","CTBP1",1
"NOS1","CTBP1",1
"CTBP1","NOS1",0
"CTBP1","TCF7L2",-1
"TCF7L2","CTBP1",0
"CTBP1","HDAC2",0
"HDAC2","CTBP1",0
"CTBP1","KLF4",0
"SUMO1","CTBP1",1
"CTBP1","BRCA1",-1
"MAPK8","CTBP1",-1
"CTBP1","HDAC1",0
"HDAC1","CTBP1",1
"HTT","CTBP1",0
"MAPK9","CTBP1",0
"RBBP8","CTBP1",0
"RB1","CTBP1",0
"PAK1","CTBP1",0
"CTBP1","CCND3",0
"CTBP1","CREBBP",0
"CREBBP","CTBP1",0
"ZBP1","CTBP1",0
"TCF4","CTBP1",0
"CTBP1","TCF4",0
"BMPR2","CTBP1",0
"PRKAA1","CTBP1",-1
"CTBP2","CTBP1",0
"CTBP1","CTBP2",0
"SMAD6","CTBP1",0
"CBX4","CTBP1",0
"CTBP1","TGIF1",0
"BCORL1","CTBP1",1
"CTBP1","FBXO32",0
"CTBP1","BHLHE41",1
"ZEB1","CTBP1",0
"CTBP1","ZEB1",0
"TEAD4","CTBP1",0
"CTBP1","GLIS2",0
"MECOM","CTBP1",1
"CTBP1","ZEB2",1
"CTBP1","KLF12",0
"SATB1","CTBP1",0
"CTBP1","IKZF4",0
"HSD11B2","CTBP1",0
"ACTL6B","CTBP1",0
"PRKACG","KCNQ4",1
"KCNQ4","SLC26A5",1
"SGK1","KCNQ4",1
"KCNE1","KCNQ4",1
"PDGFB","MET",1
"IGF1","MET",1
"PRKCA","MET",-1
"PTPRF","MET",0
"MET","GRB2",1
"GRB2","MET",0
"EGF","MET",1
"MET","PTPN11",0
"MET","MUC1",0
"KITLG","MET",1
"MET","SHC1",1
"TP53","MET",1
"FLT3LG","MET",1
"VEGFA","MET",1
"MET","GAB1",1
"GAB1","MET",0
"PTPN2","MET",-1
"PDGFA","MET",1
"MET","CASP3",0
"CASP3","MET",0
"IGF2","MET",1
"BDNF","MET",1
"FGF3","MET",1
"MET","PLCG1",1
"PLCG1","MET",-1
"SOCS1","MET",0
"MET","CBL",0
"CBL","MET",0
"FGF8","MET",1
"NGF","MET",1
"MET","GRB7",0
"MET","PTK2",1
"MET","RPS6KB1",1
"MET","HGF",-1
"HGF","MET",1
"MET","BAG1",0
"NTF3","MET",1
"ABL1","MET",1
"FGF2","MET",1
"MET","FAS",-1
"MET","PARP1",0
"PRKCD","MET",0
"FGF10","MET",1
"PRKCE","MET",-1
"INS","MET",1
"MET","SMC1A",0
"TGFA","MET",1
"MET","ITGB4",1
"ITGB4","MET",0
"MET","PIK3R1",0
"ANGPT1","MET",1
"MET","PTPRB",0
"PTPRB","MET",-1
"MET","DNAJA3",0
"FGF9","MET",1
"DCN","MET",0
"FGF7","MET",1
"MET","SHC3",0
"MET","PIK3R2",1
"MET","VAV1",0
"MET","INPPL1",0
"CBLB","MET",-1
"PDGFC","MET",1
"MET","PIK3R3",1
"FGF6","MET",1
"ANGPT2","MET",1
"FGF22","MET",1
"MET","LRIG1",0
"MET","RANBP9",1
"RANBP9","MET",0
"MET","RASA1",0
"FGF1","MET",1
"FGF18","MET",1
"MET","MST1R",0
"MST1R","MET",1
"MET","HGS",1
"MET","PLCG2",0
"EFNA5","MET",1
"MET","SHC2",1
"PDGFD","MET",1
"MET","GLMN",0
"FGF17","MET",1
"FGF16","MET",1
"VEGFB","MET",1
"MET","INPP5D",0
"MET","GRAP",1
"AREG","MET",1
"FGF4","MET",1
"ANGPT4","MET",1
"EREG","MET",1
"VEGFC","MET",1
"VEGFD","MET",1
"NTF4","MET",1
"MET","PTPRJ",0
"PTPRJ","MET",-1
"EFNA3","MET",1
"EFNA1","MET",1
"EFNA2","MET",1
"EFNA4","MET",1
